app,owner,branch,containers,jobCount,walltime
app-roi2roitracking,brainlife,1.4,docker://brainlife/freesurfer-mini:6.0.1,28551,60754206
app-roi2roitracking,brainlife,dirFix,docker://brainlife/mrtrix3:3.0_RC3,28551,60754206
app-roi2roitracking,brainlife,dirFix,docker://brainlife/mrtrix:0.2.13,28551,60754206
app-roi2roitracking,brainlife,dirFix,docker://brainlife/mcr:r2019a,28551,60754206
app-roi2roitracking,brainlife,dirFix,docker://brainlife/pythonvtk:1.1,28551,60754206
app-roi2roitracking,brainlife,dirFix,docker://brainlife/freesurfer-mini:6.0.1,28551,60754206
app-roi2roitracking,brainlife,optic_radiation_eccentricity,docker://brainlife/freesurfer_on_mcr:6.0.2,28551,60754206
app-roi2roitracking,brainlife,optic_radiation_eccentricity,docker://brainlife/mrtrix3:3.0_RC3,28551,60754206
app-roi2roitracking,brainlife,optic_radiation_eccentricity,docker://brainlife/mrtrix_on_mcr:1.0,28551,60754206
app-roi2roitracking,brainlife,optic_radiation_eccentricity,docker://brainlife/mcr:neurodebian1604-r201a,28551,60754206
app-roi2roitracking,brainlife,optic_radiation_eccentricity,docker://brainlife/pythonvtk:1.1,28551,60754206
app-roi2roitracking,brainlife,thora-combined-v1.0,docker://brainlife/freesurfer_on_mcr:6.0.2,28551,60754206
app-roi2roitracking,brainlife,thora-combined-v1.0,docker://brainlife/mrtrix3:3.0_RC3,28551,60754206
app-roi2roitracking,brainlife,thora-combined-v1.0,docker://brainlife/mrtrix_on_mcr:1.0,28551,60754206
app-roi2roitracking,brainlife,thora-combined-v1.0,docker://brainlife/mcr:neurodebian1604-r201a,28551,60754206
app-roi2roitracking,brainlife,thora-combined-v1.0,docker://brainlife/pythonvtk:1.1,28551,60754206
app-roi2roitracking,brainlife,thora-combined-v1.0,docker://brainlife/fsl:latest,28551,60754206
app-noddi-amico,brainlife,master,docker://brainlife/fsl:5.0.9,27856,128911395305
app-noddi-amico,brainlife,master,docker://python:3,27856,128911395305
app-noddi-amico,brainlife,master,docker://brainlife/amico:2.1b,27856,128911395305
app-noddi-amico,brainlife,master,docker://brainlife/mcr:neurodebian1604-r2017a,27856,128911395305
app-noddi-amico,brainlife,1.1,docker://brainlife/mcr:neurodebian1604-r2017a,27856,128911395305
app-noddi-amico,brainlife,1.1,docker://brainlife/fsl:5.0.9,27856,128911395305
app-noddi-amico,brainlife,1.1,docker://python:3,27856,128911395305
app-noddi-amico,brainlife,1.1,docker://brainlife/amico:1.1,27856,128911395305
app-noddi-amico,brainlife,1.2,docker://brainlife/amico:1.2,27856,128911395305
app-noddi-amico,brainlife,1.2,docker://brainlife/fsl:5.0.9,27856,128911395305
app-noddi-amico,brainlife,1.2,docker://python:3,27856,128911395305
app-noddi-amico,brainlife,1.2,docker://brainlife/mcr:neurodeiban1604-r2017a,27856,128911395305
app-noddi-amico,brainlife,1.3,docker://brainlife/fsl:5.0.9,27856,128911395305
app-noddi-amico,brainlife,1.3,docker://python:3,27856,128911395305
app-noddi-amico,brainlife,1.3,docker://brainlife/amico:2.1b,27856,128911395305
app-noddi-amico,brainlife,1.3,docker://brainlife/mcr:neurodebian1604-r2017a,27856,128911395305
app-noddi-amico,brainlife,dockerization,docker://brainlife/fsl:5.0.9,27856,128911395305
app-noddi-amico,brainlife,dockerization,docker://brainlife/amico:1.0,27856,128911395305
app-noddi-amico,brainlife,dockerization,docker://brainlife/mcr:neurodebian1604-r2017a,27856,128911395305
app-noddi-amico,brainlife,dtiinit-v1.0,docker://brainlife/mcr:neurodebian1604-r2017a,27856,128911395305
app-noddi-amico,brainlife,dtiinit-v1.0,docker://brainlife/fsl:5.0.9,27856,128911395305
app-noddi-amico,brainlife,dtiinit-v1.0,docker://python:3,27856,128911395305
app-noddi-amico,brainlife,dtiinit-v1.0,docker://brainlife/amico:1.1,27856,128911395305
app-noddi-amico,brainlife,non_dtiinit,docker://brainlife/mcr:neurodebian1604-r2017a,27856,128911395305
app-noddi-amico,brainlife,non_dtiinit,docker://brainlife/fsl:5.0.9,27856,128911395305
app-noddi-amico,brainlife,non_dtiinit,docker://brainlife/amico:1.1,27856,128911395305
app-noddi-amico,brainlife,original_code,docker://brainlife/amico:1.0,27856,128911395305
app-noddi-amico,brainlife,original_code,docker://brainlife/fsl:5.0.9,27856,128911395305
app-noddi-amico,brainlife,original_code,docker://brainlife/mcr:neurodebian1604-r2017a,27856,128911395305
app-noddi-amico,brainlife,v1.0,docker://brainlife/mcr:neurodebian1604-r2017a,27856,128911395305
app-noddi-amico,brainlife,v1.0,docker://brainlife/fsl:5.0.9,27856,128911395305
app-noddi-amico,brainlife,v1.0,docker://brainlife/amico:1.0,27856,128911395305
app-life,brainlife,master,docker://brainlife/mcr:r2019a,24417,25045315625
app-life,brainlife,1.1,docker://brainlife/life,24417,25045315625
app-life,brainlife,1.2,docker://brainlife/life,24417,25045315625
app-life,brainlife,1.3,docker://brainlife/mcr:neurodebian1604-r2017a,24417,25045315625
app-life,brainlife,1.4,docker://brainlife/mcr:neurodebian1604-r2017a,24417,25045315625
app-life,brainlife,1.5,docker://brainlife/mcr:neurodebian1604-r2017a,24417,25045315625
app-life,brainlife,1.6,docker://brainlife/mcr:neurodebian1604-r2017a,24417,25045315625
app-life,brainlife,1.7,docker://brainlife/mcr:neurodebian1604-r2017a,24417,25045315625
app-life,brainlife,1.8,docker://brainlife/mcr:neurodebian1604-r2017a,24417,25045315625
app-life,brainlife,1.9,docker://brainlife/mcr:neurodebian1604-r2017a,24417,25045315625
app-life,brainlife,1.10,docker://brainlife/mcr:r2019a,24417,25045315625
app-roiGenerator,brainlife,master,docker://brainlife/fsl:5.0.9,23307,16712381912
app-roiGenerator,brainlife,master,docker://brainlife/freesurfer:6.0.0,23307,16712381912
app-roiGenerator,brainlife,master,docker://brainlife/afni:16.3.0,23307,16712381912
app-roiGenerator,brainlife,1.0,docker://brainlife/freesurfer:6.0.0,23307,16712381912
app-roiGenerator,brainlife,1.0,docker://brainlife/afni:16.3.0,23307,16712381912
app-roiGenerator,brainlife,1.0,docker://brainlife/mcr:neurodebian1604-r2017a,23307,16712381912
app-roiGenerator,brainlife,eccentricity-parcellation-v1.0,docker://brainlife/freesurfer:6.0.0,23307,16712381912
app-roiGenerator,brainlife,eccentricity-parcellation-v1.0,docker://brainlife/afni:16.3.0,23307,16712381912
app-roiGenerator,brainlife,eccentricity-parcellation-v1.1,docker://brainlife/freesurfer:6.0.0,23307,16712381912
app-roiGenerator,brainlife,eccentricity-parcellation-v1.1,docker://brainlife/afni:16.3.0,23307,16712381912
app-roiGenerator,brainlife,eccentricity-parcellation-v1.2,docker://brainlife/freesurfer:6.0.0,23307,16712381912
app-roiGenerator,brainlife,eccentricity-parcellation-v1.2,docker://brainlife/afni:16.3.0,23307,16712381912
app-roiGenerator,brainlife,matlab,docker://brainlife/fsl:5.0.9,23307,16712381912
app-roiGenerator,brainlife,matlab,docker://brainlife/freesurfer:6.0.0,23307,16712381912
app-roiGenerator,brainlife,matlab,docker://brainlife/afni:16.3.0,23307,16712381912
app-roiGenerator,brainlife,matlab,docker://brainlife/mcr:neurodebian1604-r2017a,23307,16712381912
app-roiGenerator,brainlife,merge-dwi,docker://brainlife/fsl:5.0.9,23307,16712381912
app-roiGenerator,brainlife,merge-dwi,docker://brainlife/freesurfer:6.0.0,23307,16712381912
app-roiGenerator,brainlife,merge-dwi,docker://brainlife/afni:16.3.0,23307,16712381912
app-roiGenerator,brainlife,merge-dwi-v1.0,docker://brainlife/fsl:5.0.9,23307,16712381912
app-roiGenerator,brainlife,merge-dwi-v1.0,docker://brainlife/freesurfer:6.0.0,23307,16712381912
app-roiGenerator,brainlife,merge-dwi-v1.0,docker://brainlife/afni:16.3.0,23307,16712381912
app-roiGenerator,brainlife,merge-dwi-v1.1,docker://brainlife/fsl:5.0.9,23307,16712381912
app-roiGenerator,brainlife,merge-dwi-v1.1,docker://brainlife/freesurfer:6.0.0,23307,16712381912
app-roiGenerator,brainlife,merge-dwi-v1.1,docker://brainlife/afni:16.3.0,23307,16712381912
app-roiGenerator,brainlife,merge-dwi-v1.2,docker://brainlife/fsl:5.0.9,23307,16712381912
app-roiGenerator,brainlife,merge-dwi-v1.2,docker://brainlife/freesurfer:6.0.0,23307,16712381912
app-roiGenerator,brainlife,merge-dwi-v1.2,docker://brainlife/afni:16.3.0,23307,16712381912
app-roiGenerator,brainlife,merge-dwi-v1.3,docker://brainlife/fsl:5.0.9,23307,16712381912
app-roiGenerator,brainlife,merge-dwi-v1.3,docker://brainlife/freesurfer:6.0.0,23307,16712381912
app-roiGenerator,brainlife,merge-dwi-v1.3,docker://brainlife/afni:16.3.0,23307,16712381912
app-roiGenerator,brainlife,merge-dwi-v1.4-fa,docker://brainlife/fsl:5.0.9,23307,16712381912
app-roiGenerator,brainlife,merge-dwi-v1.4-fa,docker://brainlife/freesurfer:6.0.0,23307,16712381912
app-roiGenerator,brainlife,merge-dwi-v1.4-fa,docker://brainlife/afni:16.3.0,23307,16712381912
app-roiGenerator,brainlife,merge-dwi-v1.4-wm,docker://brainlife/fsl:5.0.9,23307,16712381912
app-roiGenerator,brainlife,merge-dwi-v1.4-wm,docker://brainlife/freesurfer:6.0.0,23307,16712381912
app-roiGenerator,brainlife,merge-dwi-v1.4-wm,docker://brainlife/afni:16.3.0,23307,16712381912
app-roiGenerator,brainlife,merge-fmri-v1.0,docker://brainlife/fsl:5.0.9,23307,16712381912
app-roiGenerator,brainlife,merge-fmri-v1.0,docker://brainlife/freesurfer:6.0.0,23307,16712381912
app-roiGenerator,brainlife,merge-fmri-v1.0,docker://brainlife/afni:16.3.0,23307,16712381912
app-roiGenerator,brainlife,merge-rois-v1.0,docker://brainlife/afni:16.3.0,23307,16712381912
app-roiGenerator,brainlife,merge-t1-v1.0,docker://brainlife/fsl:5.0.9,23307,16712381912
app-roiGenerator,brainlife,merge-t1-v1.0,docker://brainlife/freesurfer:6.0.0,23307,16712381912
app-roiGenerator,brainlife,merge-t1-v1.0,docker://brainlife/afni:16.3.0,23307,16712381912
app-roiGenerator,brainlife,merge-t1-v1.1,docker://brainlife/fsl:5.0.9,23307,16712381912
app-roiGenerator,brainlife,merge-t1-v1.1,docker://brainlife/freesurfer:6.0.0,23307,16712381912
app-roiGenerator,brainlife,merge-t1-v1.1,docker://brainlife/afni:16.3.0,23307,16712381912
app-roiGenerator,brainlife,no-reslice,docker://brainlife/fsl:5.0.9,23307,16712381912
app-roiGenerator,brainlife,no-reslice,docker://brainlife/freesurfer:6.0.0,23307,16712381912
app-roiGenerator,brainlife,no-reslice,docker://brainlife/afni:16.3.0,23307,16712381912
app-roiGenerator,brainlife,non_dtiinit_v1,docker://brainlife/fsl:5.0.9,23307,16712381912
app-roiGenerator,brainlife,non_dtiinit_v1,docker://brainlife/freesurfer:6.0.0,23307,16712381912
app-roiGenerator,brainlife,non_dtiinit_v1,docker://brainlife/afni:16.3.0,23307,16712381912
app-roiGenerator,brainlife,non_dtiinit_v1,docker://brainlife/mcr:neurodebian1604-r2017a,23307,16712381912
app-roiGenerator,brainlife,non_dtiinit_v1.1,docker://brainlife/fsl:5.0.9,23307,16712381912
app-roiGenerator,brainlife,non_dtiinit_v1.1,docker://brainlife/freesurfer:6.0.0,23307,16712381912
app-roiGenerator,brainlife,non_dtiinit_v1.1,docker://brainlife/afni:16.3.0,23307,16712381912
app-roiGenerator,brainlife,non_dtiinit_v1.1,docker://brainlife/mcr:neurodebian1604-r2017a,23307,16712381912
app-roiGenerator,brainlife,non_dtiinit,docker://brainlife/fsl:5.0.9,23307,16712381912
app-roiGenerator,brainlife,non_dtiinit,docker://brainlife/freesurfer:6.0.0,23307,16712381912
app-roiGenerator,brainlife,non_dtiinit,docker://brainlife/afni:16.3.0,23307,16712381912
app-roiGenerator,brainlife,non_dtiinit,docker://brainlife/mcr:neurodebian1604-r2017a,23307,16712381912
app-roiGenerator,brainlife,optic-radiation-eccentricity-v1.0,docker://brainlife/fsl:5.0.9,23307,16712381912
app-roiGenerator,brainlife,optic-radiation-eccentricity-v1.0,docker://brainlife/freesurfer:6.0.0,23307,16712381912
app-roiGenerator,brainlife,optic-radiation-eccentricity-v1.0,docker://brainlife/afni:16.3.0,23307,16712381912
app-roiGenerator,brainlife,optic-radiation-eccentricity-v1.0,docker://brainlife/connectome_workbench:1.4.2-freesurfer-update,23307,16712381912
app-roiGenerator,brainlife,optic-radiation-glasser-eccentricity-v1.0,docker://brainlife/fsl:5.0.9,23307,16712381912
app-roiGenerator,brainlife,optic-radiation-glasser-eccentricity-v1.0,docker://brainlife/freesurfer:6.0.0,23307,16712381912
app-roiGenerator,brainlife,optic-radiation-glasser-eccentricity-v1.0,docker://brainlife/afni:16.3.0,23307,16712381912
app-roiGenerator,brainlife,optic-radiation-glasser-eccentricity-v1.0,docker://brainlife/connectome_workbench:1.4.2-freesurfer-update,23307,16712381912
app-roiGenerator,brainlife,optic-radiation-glasser-v1.0,docker://brainlife/freesurfer:6.0.0,23307,16712381912
app-roiGenerator,brainlife,optic-radiation-glasser-v1.0,docker://brainlife/fsl:5.0.9,23307,16712381912
app-roiGenerator,brainlife,optic-radiation-glasser-v1.0,docker://brainlife/afni:16.3.0,23307,16712381912
app-roiGenerator,brainlife,optic-radiation-v1.0,docker://brainlife/freesurfer:6.0.0,23307,16712381912
app-roiGenerator,brainlife,optic-radiation-v1.0,docker://brainlife/fsl:5.0.9,23307,16712381912
app-roiGenerator,brainlife,optic-radiation-v1.0,docker://brainlife/afni:16.3.0,23307,16712381912
app-roiGenerator,brainlife,optic-radiation-v1.1,docker://brainlife/freesurfer:6.0.0,23307,16712381912
app-roiGenerator,brainlife,optic-radiation-v1.1,docker://brainlife/fsl:5.0.9,23307,16712381912
app-roiGenerator,brainlife,optic-radiation-v1.1,docker://brainlife/afni:16.3.0,23307,16712381912
app-roiGenerator,brainlife,optic-radiation-v1.2,docker://brainlife/freesurfer:6.0.0,23307,16712381912
app-roiGenerator,brainlife,optic-radiation-v1.2,docker://brainlife/fsl:5.0.9,23307,16712381912
app-roiGenerator,brainlife,optic-radiation-v1.2,docker://brainlife/afni:16.3.0,23307,16712381912
app-roiGenerator,brainlife,parcellation-generation-v1.0,docker://brainlife/afni:16.3.0,23307,16712381912
app-roiGenerator,brainlife,pre_merge,docker://brainlife/freesurfer:6.0.0,23307,16712381912
app-roiGenerator,brainlife,pre_merge,docker://brainlife/fsl:5.0.9,23307,16712381912
app-roiGenerator,brainlife,pre_merge,docker://brainlife/afni:16.3.0,23307,16712381912
app-roiGenerator,brainlife,subthalamic_test_branch,docker://brainlife/freesurfer:6.0.0,23307,16712381912
app-roiGenerator,brainlife,subthalamic_test_branch,docker://brainlife/fsl:5.0.9,23307,16712381912
app-roiGenerator,brainlife,subthalamic_test_branch,docker://brainlife/afni:16.3.0,23307,16712381912
app-roiGenerator,brainlife,subthalamic_test_branch,docker://brainlife/mcr:neurodebian1604-r2017a,23307,16712381912
app-roiGenerator,brainlife,subthalamic,docker://brainlife/freesurfer:6.0.0,23307,16712381912
app-roiGenerator,brainlife,subthalamic,docker://brainlife/fsl:5.0.9,23307,16712381912
app-roiGenerator,brainlife,subthalamic,docker://brainlife/afni:16.3.0,23307,16712381912
app-roiGenerator,brainlife,subthalamic,docker://brainlife/mcr:neurodebian1604-r2017a,23307,16712381912
app-roiGenerator,brainlife,visual-white-matter-dwi-v1.0,docker://brainlife/freesurfer:6.0.0,23307,16712381912
app-roiGenerator,brainlife,visual-white-matter-dwi-v1.0,docker://brainlife/fsl:5.0.9,23307,16712381912
app-roiGenerator,brainlife,visual-white-matter-dwi-v1.0,docker://brainlife/afni:16.3.0,23307,16712381912
app-roiGenerator,brainlife,visual-white-matter-dwi-v1.1,docker://brainlife/freesurfer:6.0.0,23307,16712381912
app-roiGenerator,brainlife,visual-white-matter-dwi-v1.1,docker://brainlife/fsl:5.0.9,23307,16712381912
app-roiGenerator,brainlife,visual-white-matter-dwi-v1.1,docker://brainlife/afni:16.3.0,23307,16712381912
app-roiGenerator,brainlife,visual-white-matter-eccentricity-dwi-v1.0,docker://brainlife/freesurfer:6.0.0,23307,16712381912
app-roiGenerator,brainlife,visual-white-matter-eccentricity-dwi-v1.0,docker://brainlife/fsl:5.0.9,23307,16712381912
app-roiGenerator,brainlife,visual-white-matter-eccentricity-dwi-v1.0,docker://brainlife/afni:16.3.0,23307,16712381912
app-roiGenerator,brainlife,visual-white-matter-eccentricity-dwi-v1.0,docker://brainlife/connectome_workbench:1.4.2-freesurfer-update,23307,16712381912
app-roiGenerator,brainlife,visual-white-matter-eccentricity-dwi-v1.1,docker://brainlife/freesurfer:6.0.0,23307,16712381912
app-roiGenerator,brainlife,visual-white-matter-eccentricity-dwi-v1.1,docker://brainlife/fsl:5.0.9,23307,16712381912
app-roiGenerator,brainlife,visual-white-matter-eccentricity-dwi-v1.1,docker://brainlife/afni:16.3.0,23307,16712381912
app-roiGenerator,brainlife,visual-white-matter-eccentricity-dwi-v1.1,docker://brainlife/connectome_workbench:1.4.2-freesurfer-update,23307,16712381912
app-roiGenerator,brainlife,visual-white-matter-eccentricity-fmri-v1.1,docker://brainlife/freesurfer:6.0.0,23307,16712381912
app-roiGenerator,brainlife,visual-white-matter-eccentricity-fmri-v1.1,docker://brainlife/fsl:5.0.9,23307,16712381912
app-roiGenerator,brainlife,visual-white-matter-eccentricity-fmri-v1.1,docker://brainlife/afni:16.3.0,23307,16712381912
app-roiGenerator,brainlife,visual-white-matter-eccentricity-fmri-v1.1,docker://brainlife/connectome_workbench:1.4.2-freesurfer-update,23307,16712381912
app-roiGenerator,brainlife,visual-white-matter-eccentricity-glasser-updated-surf-v1.0,docker://brainlife/freesurfer:6.0.0,23307,16712381912
app-roiGenerator,brainlife,visual-white-matter-eccentricity-glasser-updated-surf-v1.0,docker://brainlife/fsl:5.0.9,23307,16712381912
app-roiGenerator,brainlife,visual-white-matter-eccentricity-glasser-updated-surf-v1.0,docker://brainlife/afni:16.3.0,23307,16712381912
app-roiGenerator,brainlife,visual-white-matter-eccentricity-glasser-updated-surf-v1.0,docker://brainlife/connectome_workbench:1.4.2-freesurfer-update,23307,16712381912
app-roiGenerator,brainlife,visual-white-matter-eccentricity-glasser-v1.0,docker://brainlife/freesurfer:6.0.0,23307,16712381912
app-roiGenerator,brainlife,visual-white-matter-eccentricity-glasser-v1.0,docker://brainlife/fsl:5.0.9,23307,16712381912
app-roiGenerator,brainlife,visual-white-matter-eccentricity-glasser-v1.0,docker://brainlife/afni:16.3.0,23307,16712381912
app-roiGenerator,brainlife,visual-white-matter-eccentricity-glasser-v1.0,docker://brainlife/connectome_workbench:1.4.2-freesurfer-update,23307,16712381912
app-roiGenerator,brainlife,visual-white-matter-eccentricity-t1-v1.0,docker://brainlife/connectome_workbench:1.4.2-freesurfer-update,23307,16712381912
app-roiGenerator,brainlife,visual-white-matter-eccentricity-t1-v1.0,docker://brainlife/afni:16.3.0,23307,16712381912
app-roiGenerator,brainlife,visual-white-matter-eccentricity-t1-v1.0,docker://brainlife/freesurfer:6.0.0,23307,16712381912
app-roiGenerator,brainlife,visual-white-matter-eccentricity-t1-v1.1,docker://brainlife/connectome_workbench:1.4.2-freesurfer-update,23307,16712381912
app-roiGenerator,brainlife,visual-white-matter-eccentricity-t1-v1.1,docker://brainlife/afni:16.3.0,23307,16712381912
app-roiGenerator,brainlife,visual-white-matter-eccentricity-t1-v1.1,docker://brainlife/freesurfer:6.0.0,23307,16712381912
app-roiGenerator,brainlife,visual-white-matter-eccentricity-t1-v1.2,docker://brainlife/connectome_workbench:1.4.2-freesurfer-update,23307,16712381912
app-roiGenerator,brainlife,visual-white-matter-eccentricity-t1-v1.2,docker://brainlife/afni:16.3.0,23307,16712381912
app-roiGenerator,brainlife,visual-white-matter-eccentricity-t1-v1.2,docker://brainlife/freesurfer:6.0.0,23307,16712381912
app-roiGenerator,brainlife,visual-white-matter-eccentricity-glasser-dwi-v1.0,docker://brainlife/fsl:5.0.9,23307,16712381912
app-roiGenerator,brainlife,visual-white-matter-eccentricity-glasser-dwi-v1.0,docker://brainlife/freesurfer:6.0.0,23307,16712381912
app-roiGenerator,brainlife,visual-white-matter-eccentricity-glasser-dwi-v1.0,docker://brainlife/afni:16.3.0,23307,16712381912
app-roiGenerator,brainlife,visual-white-matter-t1space-v1.0,docker://brainlife/freesurfer:6.0.0,23307,16712381912
app-roiGenerator,brainlife,visual-white-matter-t1space-v1.0,docker://brainlife/afni:16.3.0,23307,16712381912
app-roiGenerator,brainlife,visual-white-matter-eccentricity-t1space-v1.1,docker://brainlife/freesurfer:6.0.0,23307,16712381912
app-roiGenerator,brainlife,visual-white-matter-eccentricity-t1space-v1.1,docker://brainlife/afni:16.3.0,23307,16712381912
HD-BET_app,anibalsolon,HD-BET_app,docker://anibalsolon/hd-bet:v0.0.1,22485,5550552480
app-mriqc,brainlife,master,docker://poldracklab/mriqc:0.15.1,20491,36172890730
app-mriqc,brainlife,0.14.2,docker://poldracklab/mriqc:0.14.2,20491,36172890730
app-mriqc,brainlife,1.0,docker://poldracklab/mriqc,20491,36172890730
app-networkmatrices,bcmcpher,master,docker://brainlife/mcr:neurodebian1604-r2017a,20033,4828643312
app-networkmatrices,bcmcpher,1.0,docker://brainlife/mcr:neurodebian1604-r2017a,20033,4828643312
app-slicer-fsl,brainlife,master,docker://brainlife/fsl:5.0.9,19764,16339287531
app-slicer-fsl,brainlife,5tt-v1.0.0,docker://brainlife/mrtrix3:3.0_RC3,19764,16339287531
app-slicer-fsl,brainlife,csd-t1-v1.0.0,docker://brainlife/fsl:5.0.9,19764,16339287531
app-slicer-fsl,brainlife,csd-t1-v1.0.0,docker://brainlife/fsleyes:1.0,19764,16339287531
app-slicer-fsl,brainlife,dwi-mask-overlay-v1.0.0,docker://brainlife/fsl:5.0.9,19764,16339287531
app-slicer-fsl,brainlife,dwi-t1-v1.0.0,docker://brainlife/fsl:5.0.9,19764,16339287531
app-slicer-fsl,brainlife,dwi-t1-v1.0.0,docker://brainlife/fsleyes:1.0,19764,16339287531
app-slicer-fsl,brainlife,fmri-t1-v1.0.0,docker://brainlife/fsl:5.0.9,19764,16339287531
app-slicer-fsl,brainlife,fmri-t1-v1.0.0,docker://brainlife/fsleyes:1.0,19764,16339287531
app-slicer-fsl,brainlife,master-app-v1.0.0,docker://brainlife/fsl:5.0.9,19764,16339287531
app-slicer-fsl,brainlife,montage-v1.0,docker://brainlife/fsl:5.0.9,19764,16339287531
app-slicer-fsl,brainlife,montage-v1.0,docker://dpokidov/imagemagick,19764,16339287531
app-slicer-fsl,brainlife,noddi-v1.0.0,docker://brainlife/fsl:5.0.9,19764,16339287531
app-slicer-fsl,brainlife,noddi-v1.0.1,docker://brainlife/fsl:5.0.9,19764,16339287531
app-slicer-fsl,brainlife,tensor-v1.0.0,docker://brainlife/fsl:5.0.9,19764,16339287531
app-mrtrix3-5tt,brainlife,master,docker://brainlife/mrtrix3:3.0_RC3,18967,18578067510
app-mrtrix3-5tt,brainlife,binarize,docker://brainlife/mrtrix3:3.0_RC3,18967,18578067510
app-mrtrix3-5tt,brainlife,binarize-v1.0,docker://brainlife/mrtrix3:3.0_RC3,18967,18578067510
dsi-studio-atk,frankyeh,master,docker://dsistudio/dsistudio:latest,18324,88252374948
app-removeTractOutliers,brainlife,master,docker://mcr:r2019a,16860,37729435494
app-removeTractOutliers,brainlife,1.2,docker://mcr:neurodebian1604-r2017a,16860,37729435494
app-removeTractOutliers,brainlife,1.3,docker://mcr:neurodebian1604-r2017a,16860,37729435494
app-removeTractOutliers,brainlife,1.4,docker://mcr:r2019a,16860,37729435494
dsi-studio-dwi2src,frankyeh,master,docker://dsistudio/dsistudio,16621,4987695383
app-LBspectrum_matlab,kitchell,master,docker://mcr:neurodebian1604-r2017a,16364,550859
app-LBspectrum_matlab,kitchell,singularity_evecs,docker://mcr:neurodebian1604-r2017a,16364,550859
app-LBspectrum_matlab,kitchell,singularity,docker://mcr:neurodebian1604-r2017a,16364,550859
app-fsl-anat,brainlife,master,docker://brainlife/fsl:5.0.11,15739,46692740918
app-fsl-anat,brainlife,1.0,docker://brainlife/fsl:5.0.11,15739,46692740918
app-fsl-anat,brainlife,mp2rage-v1.0,docker://brainlife/fsl:5.0.11,15739,46692740918
app-fsl-anat,brainlife,v1.0,docker://brainlife/fsl:5.0.11,15739,46692740918
app-classifiedfibertractstats,brainlife,master,docker://mcr:neurodebian1604-r2017a,14559,57026341
app-classifiedfibertractstats,brainlife,1.1,docker://mcr:neurodebian1604-r2017a,14559,57026341
